Number,User,Date Submitted,Country,Device,Browser,OS,Ako ste spokojní s našimi Paušálmi Go na škále 1-5?,"Prosím, opíšte prečo. Je to pre nás veľmi dôležité."
1903,0,03/04/2020 09:10,Slovakia,phone,Chrome Mobile iOS 80.0.3987,iOS 13.3,,
1904,0,03/04/2020 09:37,Slovakia,desktop,Firefox 74.0,Windows 8.1,,
1905,0,03/04/2020 09:41,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,Slaby alebo skor pomaly internet 
1906,0,03/04/2020 09:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"Nie som spokojný ani nie tak s paušálom ako takým, ako skor s faktom, ze si nemozem, ked mam pausal, objednat cez e-shop nejaky tovar bez toho, aby som si nekupil s nim aj dalsi pausal."
1907,0,03/04/2020 10:16,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1908,0,03/04/2020 10:19,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,3,
1909,0,03/04/2020 10:41,Slovakia,desktop,Chrome 80.0.3987,Linux,1,Niesom spokojny
1910,0,03/04/2020 10:59,Slovakia,desktop,Firefox 68.0,Windows 10,5,preto
1911,0,03/04/2020 11:02,Slovakia,desktop,Edge 18.17763,Windows 10,4,spokojny s kvalitou sluzieb jednu hviezdicku uberam za drahy internet
1912,0,03/04/2020 11:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1913,0,03/04/2020 11:21,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,
1914,0,03/04/2020 11:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1915,0,03/04/2020 11:23,Slovakia,phone,Samsung Internet 11.1,Android,,
1916,0,03/04/2020 11:25,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1917,0,03/04/2020 11:27,Slovakia,desktop,Opera 67.0.3575,Windows 7,,
1918,0,03/04/2020 11:28,Slovakia,desktop,Edge 18.18362,Windows 10,,
1919,0,03/04/2020 11:31,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
1920,0,03/04/2020 11:35,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,
1921,0,03/04/2020 11:35,Slovakia,phone,Samsung Internet 11.1,Android,,
1922,0,03/04/2020 11:49,Slovakia,phone,Chrome Mobile 80.0.3987,Android 4.4.4,5,Nekonečné volania
1923,0,03/04/2020 11:50,Slovakia,desktop,Firefox 74.0,Windows 10,,
1924,0,03/04/2020 11:51,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4,4,"Vždy sa dovolám, aj sms, ale pri Go10 mám málo dát a po prekročení je veľmi biedna rýchlosť, neviem poslať ani obrázok."
1925,0,03/04/2020 11:52,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,1,
1926,0,03/04/2020 11:52,Slovakia,phone,Chrome Mobile iOS 80.0.3987,iOS 13.3,1,Pri podpisovani zmluvy som nebol upozorneny na polozky ktore v pausaly mam(datove bsliky)chcem to zrusit
1927,0,03/04/2020 11:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1928,0,03/04/2020 11:57,Slovakia,phone,Mobile Safari 11.0,iOS 11.3,3,
1929,0,03/04/2020 12:03,Slovakia,phone,Chrome Mobile 71.0.3578,Android,4,
1930,0,03/04/2020 12:09,Slovakia,desktop,Firefox 74.0,Windows 7,,
1931,0,03/04/2020 12:09,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Malý počet dát internet  do mobilu.drahe mobilné telefóny.
1932,0,03/04/2020 12:11,Austria,phone,Chrome Mobile 80.0.3987,Android,5,"Výhody , nemusím kontrolovať spotrebu."
1933,0,03/04/2020 12:14,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4.5,4,Som klient 20 rokov a nijako to necítim
1934,0,03/04/2020 12:18,Slovakia,phone,Samsung Internet 11.1,Android,,
1935,0,03/04/2020 12:19,Slovakia,phone,Chrome Mobile 71.0.3578,Android,3,
1936,0,03/04/2020 12:20,Slovakia,phone,Firefox Mobile 68.0,Android,5,
1937,0,03/04/2020 12:29,Slovakia,desktop,Firefox 74.0,Windows 10,,
1938,0,03/04/2020 12:53,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,
1939,0,03/04/2020 12:56,Slovakia,desktop,Firefox 74.0,Windows 10,,
1940,0,03/04/2020 12:59,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
1941,0,03/04/2020 13:05,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,konkurencia ma za tu cenu viac dat na mobil
1942,0,03/04/2020 13:11,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1943,0,03/04/2020 13:12,Slovakia,tablet,Chrome 80.0.3987,Android 8.1.0,,
1944,0,03/04/2020 13:15,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,drahè ceny
1945,0,03/04/2020 13:23,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1946,0,03/04/2020 13:34,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
1947,0,03/04/2020 13:39,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,Nemala som nikdy problém s vybavením čohokoľvek. 
1948,0,03/04/2020 13:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1949,0,03/04/2020 13:48,Slovakia,phone,Samsung Internet 10.2,Android 8.0.0,1,
1950,0,03/04/2020 13:56,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,5,
1951,0,03/04/2020 14:37,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1952,0,03/04/2020 14:42,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1.1,3,Konci mi ponuka od vas akciovy pausal a automaticky mi ho zvysite co sa mi vobec nepaci. Mam go 30 za 15 e a niesom ochotny platit teraz za to 30e. Bolo by pekne od vas mi zavolat a riesit to so mnou a nie automaticky mi dvihnit sumu o 15 eur. Ak sa mi neozvete tak rozmyslam prejst k inemu operatorovi. Dakujem krasne.
1953,0,03/04/2020 14:49,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.1.2,1,Lebo nemam go
1954,0,03/04/2020 14:51,Slovakia,desktop,Edge 18.18362,Windows 10,2,
1955,0,03/04/2020 15:04,Slovakia,desktop,Vivaldi 2.7.1628,Windows 10,1,1 GB je v dnesnej dobe absolutne minimum co by malo byt zahrnute v pausali.
1956,0,03/04/2020 15:12,Hungary,desktop,Firefox 74.0,Windows 7,,
1957,0,03/04/2020 15:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"Dali ste mi popodpisovať  zmeny  v prešlých Zmliuvách  a zrazu mi prišla faktúra  na viac ako  60,-€  som Dôchodca nevidiaci  a mesačne Dostávan  210 ,-€"
1958,0,03/04/2020 15:53,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1959,0,03/04/2020 15:56,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1960,0,03/04/2020 16:01,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1961,0,03/04/2020 16:08,Slovakia,desktop,Firefox 74.0,Windows 10,2,"Pretože sms správy sú zahrnuté v kredite 10 eur, ako tomu bolo v predchádzajúcej sove."
1962,0,03/04/2020 16:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,priveľmi drahé zvažujem prechod k inému operátorovi
1963,0,03/04/2020 16:21,Slovakia,phone,Chrome Mobile 61.0.3163,Android 8.1.0,3,
1964,0,03/04/2020 16:39,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,
1965,0,03/04/2020 16:40,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,,
1966,0,03/04/2020 16:50,Slovakia,desktop,IE 11.0,Windows 8.1,,
1967,0,03/04/2020 16:54,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1968,0,03/04/2020 16:56,Slovakia,desktop,Firefox 70.0,Windows 10,4,
1969,0,03/04/2020 17:07,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,"Vysoke platby, malo dat... "
1970,0,03/04/2020 17:21,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0.1,3,
1971,0,03/04/2020 17:26,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1972,0,03/04/2020 17:26,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1973,0,03/04/2020 17:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1974,0,03/04/2020 17:38,Slovakia,tablet,Chrome 80.0.3987,Android 6.0.1,,
1975,0,03/04/2020 17:40,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1976,0,03/04/2020 17:47,Slovakia,phone,Samsung Internet 11.1,Android,,
1977,0,03/04/2020 17:49,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1978,0,03/04/2020 17:51,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1979,0,03/04/2020 17:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,"konkurencia ma za rovnake peniaze lepsie podmienky !
"
1980,0,03/04/2020 17:56,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4.6,3,Mat v pausale viac dat. 
1981,0,03/04/2020 18:01,Slovakia,phone,Facebook 264.0.0,Android 5.1.1,4,Lebo mate u nas dobry signal
1982,0,03/04/2020 18:17,Slovakia,desktop,Chrome 80.0.3987,Chrome OS 12739.105.0,,
1983,0,03/04/2020 18:42,Slovakia,desktop,Firefox 74.0,Windows 10,2,"vadia mi spoplatnené sms, naopak vôbec nevyužijem toľko dát... a potrebujem sa zmestiť do 10 Eur mesačne"
1984,0,03/04/2020 18:46,Slovakia,tablet,Chrome 80.0.3987,Android 6.0,4,
1985,0,03/04/2020 18:55,Slovakia,desktop,Edge 18.18363,Windows 10,,
1986,0,03/04/2020 18:58,Slovakia,phone,Chrome Mobile 71.0.3578,Android 8.0.0,,
1987,0,03/04/2020 19:05,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,1,
1988,0,03/04/2020 19:07,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1.1,,
1989,0,03/04/2020 19:12,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0.1,2,
1990,0,03/04/2020 19:21,Slovakia,desktop,Opera 67.0.3575,Windows 10,5,hvôi
1991,0,03/04/2020 19:24,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1992,0,03/04/2020 19:33,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
1993,0,03/04/2020 19:46,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,3,"Terajším paušalom  som spokojný , ale keď končí...?, čiže ostať, alebo odísť?!musí sa rozhodnuť do pondelka..."
1994,0,03/04/2020 19:47,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,Málo dát mesačne.
1995,0,03/04/2020 19:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,internet malo
1996,0,03/04/2020 20:21,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,4,
1997,0,03/04/2020 20:32,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1998,0,03/04/2020 21:41,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,
1999,0,03/04/2020 21:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2000,0,04/04/2020 00:30,Slovakia,desktop,Firefox 74.0,Windows 7,2,chybaju pausaly go15 g5 go35 atd...
2001,0,04/04/2020 05:02,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
2002,0,04/04/2020 05:16,Hungary,desktop,Chrome 80.0.3987,Windows 10,3,
2003,0,04/04/2020 06:10,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,,
2004,e4f25995,04/04/2020 06:26,Slovakia,phone,Samsung Internet 11.1,Android,2,"Paušál je nastavený tak,že mi nepokrýva to nutné,čo chcem a potrebujem. Výška nesačného poplatku je privysoká. Potrebujem paušál ušiť na mieru, t.j. 200sms a do 300 minút a kvalitné internetové pripojenie, ktoré je funkčné aj na dedine. Naposledy nebol ochotný operáyor na linke, keď som žiadala o lepšiu a lacnejšiu variantu."
2005,0,04/04/2020 06:29,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2006,0,04/04/2020 06:42,Slovakia,desktop,Firefox 74.0,Windows 10,,
2007,0,04/04/2020 06:55,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
2008,30203d3c,04/04/2020 07:09,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,,
2009,0,04/04/2020 07:50,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,
2010,0,04/04/2020 07:54,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,
2011,0,04/04/2020 08:29,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,
2012,0,04/04/2020 08:33,Slovakia,phone,Firefox Mobile 68.0,Android,3,Za 30 eur sú 4 GB málo 
2013,0,04/04/2020 08:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2014,0,04/04/2020 08:59,Slovakia,desktop,Firefox 74.0,Windows 10,,
2015,0,04/04/2020 09:03,Slovakia,desktop,Edge 18.18363,Windows 10,3,
2016,0,04/04/2020 09:05,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,cena
2017,0,04/04/2020 09:12,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,2,Kv
2018,0,04/04/2020 09:14,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5,","
2019,0,04/04/2020 09:26,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,Málo dát k max roamingu
2020,0,04/04/2020 09:42,Slovakia,desktop,Chrome 53.0.2785,Linux,5,
2021,0,04/04/2020 09:56,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,Vypadáva mi signál
2022,0,04/04/2020 10:12,Slovakia,desktop,Firefox 74.0,Windows 10,2,velmi slaba ponuka pre vernych zakaznikov 
2023,0,04/04/2020 10:18,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.15.1,1,"lebo nemam GO tak ako mozem ohodnotit spokojnost, opravte si algoritmus"
2024,0,04/04/2020 10:46,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2025,0,04/04/2020 10:56,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
2026,0,04/04/2020 11:31,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
2027,0,04/04/2020 11:36,Slovakia,desktop,Firefox 74.0,Windows 10,4,
2028,0,04/04/2020 11:50,Slovakia,phone,Facebook 264.0.0,Android,3,Za tie roky čo som v oringi minimálne až žiadne zľavy 
2029,0,04/04/2020 12:00,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
2030,0,04/04/2020 12:01,Slovakia,phone,Facebook 264.0.0,Android 7.1.1,2,"Som stary zakaznik a nemam ziadne ulavy dobre ,ze novi maju!!!
Na nete sa poriadne neda vyskladat nic,bonusy atd 
Takze po skonceni pausdlu o 2 mesiace ,budem aj ja novy zakaznik ale v .
Zbohom"
2031,0,04/04/2020 12:02,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
2032,0,04/04/2020 12:28,Slovakia,phone,Facebook 264.0.0,Android 8.0.0,5,Neobmedzený
2033,0,04/04/2020 13:01,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,"Lebo mi starý zákazníci nemáme žiadne výhody, nejaké by sa zišli a neodchadzali by od vás. Stále viac platím a nemám žiadne benefity. "
2034,0,04/04/2020 13:38,Slovakia,phone,Samsung Internet 11.1,Android,5,
2035,0,04/04/2020 14:24,Slovakia,desktop,Firefox 70.0,Windows 7,,
2036,0,04/04/2020 14:29,Slovakia,phone,Mobile Safari 13.3,iOS 13.3,4,"Nonstop volanie, nonstop sms, data k dispozicii, len cena je dost vysoka a vysoke ceny za telefon"
2037,0,04/04/2020 14:35,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2038,0,04/04/2020 14:40,Slovakia,tablet,Chrome 80.0.3987,Android 6.0,1,
2039,0,04/04/2020 15:01,Slovakia,desktop,Firefox 74.0,Windows 10,1,Paušály sú z roka na rok kvalitatívne horšie a drahšie
2040,0,04/04/2020 15:06,Slovakia,desktop,Firefox 74.0,Windows 7,,
2041,0,04/04/2020 15:20,Slovakia,phone,Samsung Internet 11.1,Android,3,Nemam ho
2042,e340e2fd,04/04/2020 15:30,Slovakia,desktop,Edge 18.17763,Windows 10,5,
2043,0,04/04/2020 15:31,Slovakia,desktop,Firefox 74.0,Windows 7,1,
2044,0,04/04/2020 15:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2045,0,04/04/2020 15:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2046,0,04/04/2020 15:44,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2047,0,04/04/2020 16:10,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5,
2048,0,04/04/2020 16:14,Slovakia,desktop,Firefox 74.0,Windows 7,4,
2049,0,04/04/2020 16:18,Slovakia,phone,Facebook 258.0.0,Android,,
2050,0,04/04/2020 16:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,nadmerna cena
2051,0,04/04/2020 17:00,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2052,0,04/04/2020 17:02,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0.1,1,
2053,ca0175f1,04/04/2020 17:27,Slovakia,tablet,Chrome 80.0.3987,Android 7.1.1,3,
2054,0,04/04/2020 17:31,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
2055,0,04/04/2020 17:53,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,Až na pokrytie paušál spĺňa čo  potrebujem. Až na dáta 
2056,0,04/04/2020 17:59,Slovakia,desktop,Firefox 74.0,Windows 10,,
2057,0,04/04/2020 18:00,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2058,0,04/04/2020 18:10,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
2059,0,04/04/2020 18:22,Slovakia,phone,Samsung Internet 11.1,Android,4,
2060,0,04/04/2020 18:32,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
2061,0,04/04/2020 18:52,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
2062,0,04/04/2020 19:38,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,,
2063,0,04/04/2020 19:38,Slovakia,desktop,Firefox 74.0,Windows 7,,
2064,0,04/04/2020 19:41,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
2065,0,04/04/2020 20:19,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,,
2066,0,04/04/2020 20:30,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
2067,0,04/04/2020 20:51,Slovakia,desktop,Chrome 49.0.2623,Windows XP,2,dakiuiop
2068,0,04/04/2020 21:50,Slovakia,desktop,Firefox 74.0,Windows 10,3,
2069,0,04/04/2020 22:01,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,"mam nekonečne hovory do celej EU, 5 GB dat do ceej EU, a nekonečne MMS a SMS za iba 30 eur - vyhodne... chcem ale predlzit tento pausal na dalsie obdobie"
2070,0,04/04/2020 22:09,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2071,0,04/04/2020 22:22,Slovakia,phone,Facebook 263.0.0,Android,3,
2072,0,04/04/2020 22:24,Slovakia,desktop,Samsung Internet 2.0,Tizen 3.0,,
2073,0,04/04/2020 22:26,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,"Mozem volat, surfovat a v podstate nemozem nijako prekrocit limit. "
2074,0,04/04/2020 22:54,Slovakia,desktop,Chrome 53.0.2785,Linux,,
2075,0,04/04/2020 22:59,Slovakia,desktop,Edge 18.18362,Windows 10,2,"za cenu vášho paušálu konkurencia poskytuje podstatne viac dát, keďže hovory a sms su neobmedzené"
2076,0,05/04/2020 05:12,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,
2077,0,05/04/2020 05:17,Slovakia,tablet,Chrome 71.0.3578,Android 4.3,2,Bez poplatku
2078,0,05/04/2020 05:30,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,Vyhovuje mi ako je vyskladaný balíček služieb v mojom paušáli. Viem za co platím a dokonca mam aj zľavu. Žiadne navyšovanie za nezmyselné poplatky a služby. Som veľmi spokojná. 
2079,0,05/04/2020 06:09,Slovakia,desktop,Chrome 83.0.4090,Windows 10,1,"malo dat, same sprostosti"
2080,0,05/04/2020 06:43,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,5, 
2081,0,05/04/2020 06:45,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
2082,0,05/04/2020 06:48,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.15.1,3,
2083,0,05/04/2020 07:03,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Ako sú ľudia spokojný.
2084,0,05/04/2020 07:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2085,0,05/04/2020 08:16,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Pre dlhoročných zákaznikov veľmi slabé zľavy na telefóny a paušály
2086,0,05/04/2020 08:33,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Neviem
2087,0,05/04/2020 08:47,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2088,0,05/04/2020 09:03,Slovakia,desktop,Edge 18.18363,Windows 10,5,
2089,0,05/04/2020 09:04,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,,
2090,0,05/04/2020 09:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2091,0,05/04/2020 10:01,Slovakia,desktop,Firefox 74.0,Windows 10,,
2092,0,05/04/2020 10:13,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
2093,0,05/04/2020 10:25,Slovakia,phone,Samsung Internet 11.1,Android 7.1.1,1,
2094,0,05/04/2020 10:29,Slovakia,desktop,Safari 13.0.2,Mac OS X 10.15,,
2095,0,05/04/2020 10:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
2096,0,05/04/2020 10:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2097,0,05/04/2020 10:54,Slovakia,phone,Chrome Mobile 71.0.3578,Android 7.1.2,2,Momentálne som bez práce je to dosť drahe  aj s internetom platím cca 21. Eur
2098,0,05/04/2020 11:07,Slovakia,phone,Samsung Internet 11.1,Android,,
2099,0,05/04/2020 11:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2100,0,05/04/2020 11:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2101,0,05/04/2020 11:26,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2102,0,05/04/2020 11:41,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2103,0,05/04/2020 11:49,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2104,0,05/04/2020 12:10,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,5,Paušál obsahuje všetko čo potrebujem
2105,0,05/04/2020 12:16,Slovakia,desktop,Chrome 80.0.3987,Linux,1,drahý ste 
2106,0,05/04/2020 12:28,Slovakia,tablet,Chrome Mobile iOS 79.0.3945,iOS 13.3,2,
2107,0,05/04/2020 12:31,Slovakia,desktop,Firefox 74.0,Windows 10,3,Cena za paušály je predražená oproti iným štátom EU.
2108,0,05/04/2020 12:35,Slovakia,desktop,Firefox 74.0,Windows 7,,
2109,0,05/04/2020 12:44,Czechia,desktop,Chrome 80.0.3987,Windows 8.1,,
2110,0,05/04/2020 12:59,Slovakia,desktop,Firefox 74.0,Windows 10,,
2111,0,05/04/2020 13:00,Slovakia,phone,Samsung Internet 11.1,Android,5,
2112,0,05/04/2020 13:09,Slovakia,desktop,Firefox 74.0,Windows 7,2,mohli by ste ponúkať konečne niečo novšie a atraktívnejšie.
2113,0,05/04/2020 13:36,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2114,0,05/04/2020 14:00,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,1,ceny su vysoke a nesplnaju ani polovicu toho co ponuka konkurencia 
2115,0,05/04/2020 14:02,Slovakia,phone,Chrome Mobile iOS 80.0.3987,iOS 12.4,4,
2116,0,05/04/2020 14:02,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,3,
2117,0,05/04/2020 14:22,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,spĺňa moje predstavy o využití mobilnej siete
2118,0,05/04/2020 14:25,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,Za tie peniaze v dnesnej dobe ten internet
2119,0,05/04/2020 14:34,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,.
2120,0,05/04/2020 15:20,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4.5,2,Preto lebo
2121,0,05/04/2020 15:37,Slovakia,desktop,Edge 18.18362,Windows 10,,
2122,0,05/04/2020 16:06,Slovakia,phone,Chrome Mobile 77.0.3865,Android 7.0,1,
2123,0,05/04/2020 16:21,Slovakia,desktop,Firefox 74.0,Windows 10,,
2124,0,05/04/2020 16:28,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
2125,0,05/04/2020 16:44,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
2126,0,05/04/2020 16:45,Slovakia,tablet,Chrome 80.0.3987,Android 7.1.1,,
2127,0,05/04/2020 16:49,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,,
2128,0,05/04/2020 16:55,Slovakia,desktop,Firefox 74.0,Windows 10,,
2129,0,05/04/2020 17:06,Slovakia,phone,Chrome Mobile 42.0.2311,Android 4.2.2,5,"Pre internet A nekonečné volania
"
2130,0,05/04/2020 17:15,Slovakia,desktop,Firefox 74.0,Windows 10,1,drahe telefonovanie malo dat
2131,0,05/04/2020 17:27,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,,
2132,0,05/04/2020 17:30,Slovakia,desktop,Chrome 82.0.4085,Linux,,
2133,0,05/04/2020 17:38,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,ked porovnam vas pausal napr za 40eur a porovnam ho s pausalom za 40eur u ineho operatora tak druhy operator ma lepsiu ponuku....na druhej strane ako plus mate velmi dbry signal oproti vsetkym operatorom na sk.
2134,0,05/04/2020 17:42,Slovakia,desktop,Edge 18.19041,Windows 10,3,väčší objem dát v paušáloch
2135,0,05/04/2020 17:55,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,5,
2136,0,05/04/2020 17:57,Slovakia,desktop,Edge 18.18363,Windows 10,4,
2137,0,05/04/2020 18:10,Slovakia,tablet,Chrome 80.0.3987,Android 6.0,3,
2138,0,05/04/2020 18:21,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
2139,0,05/04/2020 19:03,Slovakia,phone,Chrome Mobile 74.0.3729,Android,3,
2140,0,05/04/2020 19:08,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
2141,0,05/04/2020 19:14,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2142,0,05/04/2020 19:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2143,0,05/04/2020 19:42,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2144,0,05/04/2020 19:59,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2145,0,05/04/2020 20:30,Slovakia,tablet,Chrome 80.0.3987,Android 4.4.4,,
2146,0,05/04/2020 20:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2147,0,05/04/2020 20:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2148,0,05/04/2020 21:41,Slovakia,desktop,Edge 18.18363,Windows 10,5,
2149,0,05/04/2020 21:45,Slovakia,desktop,Edge 18.18362,Windows 10,3,xxx
